text,intent,response,entities
Provide information about loan payment. [686084],loan_payment,Understood. Please provide the requested details to proceed with your loan request.,{}
Pay 480408 to Krishna via UPI.,transfer_money,Transfer initiated. Reference: TXN93521962.,"{""amount"": ""480408"", ""name"": ""Krishna""}"
Would you I need help with branch timings query. [2d9aac] asap.,branch_timings_query,Noted. Information for branch timings query: please provide further details. Please confirm.,{}
I want to block my debit card immediately. [132fc9],debit_card_block,Information for debit card block: please provide further details.,{}
How do I raise complaint,raise_complaint,Your complaint has been logged. Reference: CMP173124.,{}
I need help with track service request. [de0def],track_service_request,Information for track service request: please provide further details.,{}
Would you I need help with account freeze request. [a24a78],account_freeze_request,Certainly. Account freeze request processed. Please confirm.,{}
There is an unauthorized debit from my account; report fraud. [b9abc3],report_fraud,Fraud report received. We will block the affected instruments.,{}
Provide information about open account. [94cc66],open_account,Account opening request received. Please submit KYC documents.,{}
I need help with interest calculator. [38c2bf] thanks.,interest_calculator,Calculating interest; please provide amount and tenure. Thank you.,{}
I need help with communication preferences. [ba7b79],communication_preferences,Information for communication preferences: please provide further details.,{}
Kindly I need help with upi help. [e4bad6] now.,upi_help,"Noted. To transfer Rs. 121,001 to Priya, please confirm the recipient account number. Please confirm.",{}
Please Provide information about credit debit card limit. [728cc2],credit_card_limit,Noted. Credit limit update request received. Please confirm.,{}
Can you transfer money to savings?,transfer_money,Transfer initiated. Reference: TXN74570545.,"{""account_number"": ""1009438822"", ""txn_id"": ""TXN11457758"", ""date"": ""2024-05-21"", ""amount"": ""\u20b9174,008""}"
Would you I need help with upi help. [a0f20b] thanks.,upi_help,"Okay. To transfer Rs. 21,402 to Priya, please confirm the recipient account number.",{}
Kindly Can you show my current available balance? [7754a1] thanks.,check_balance,"Noted. The current balance for account 6447381055 is Rs. 191,889. Thank you.",{}
How do I raise complaint,raise_complaint,Your complaint has been logged. Reference: CMP416143.,{}
make loan payment,loan_payment,Payment received. Reference: TXN28839039.,"{""account_number"": ""3792640532"", ""txn_id"": ""TXN73968859"", ""date"": ""2024-09-07"", ""amount"": ""\u20b969,063""}"
Tell me the daily cash withdrawal limit. [eec746],atm_withdrawal_limit,Please follow the instructions provided.,{}
I need help with transaction inquiry. [0713c6],transaction_inquiry,Please provide the transaction ID to proceed.,{}
set balance alert for â_x0082_¹1000 please,balance_alert_setup,Balance alert set for the specified threshold.,{}
Provide information about goodbye. [47c0d6],goodbye,Information for goodbye: please provide further details.,{}
Please Provide information about pancard update. [65590d] kindly.,pancard_update,PAN update request received. Please confirm.,{}
Can you Provide information about credit card activation. [835f57],credit_card_activation,Understood. Credit card activation successful. Thank you.,{}
750000 36 months,emi_result,"Estimated EMI for Rs. 750,000 over 36 months at 8.5% is Rs. 23,405/month.","{""amount"":750000,""tenure"":36}"
"Please, There is an unauthorized debit from my account; report fraud. [05bc21] thanks.",report_fraud,Fraud report received. We will block the affected instruments. Thank you.,{}
Could you I need help with transaction inquiry. [4fb9f4] now.,transaction_inquiry,Understood. Information for transaction inquiry: please provide further details. Please confirm.,{}
"Kindly I prefer quarterly installment payment, how to enable it?",emi_type_quarterly,Sure. EMI payments every quarter will include accumulated interest for 3 months. Let me know if you need anything else.,{}
Provide information about merchant dispute. [b9dd22],merchant_dispute,Information for merchant dispute: please provide further details.,{}
Please sms to email updates,communication_preferences,Your communication preferences have been updated.,{}
Please OTP not received today.,otp_resend,Sure. OTP has been resent to your registered mobile number. Please confirm.,{}
I need help with deposits info. [4c3c7f],deposits_info,Information for deposits info: please provide further details.,{}
Provide information about open account. [327d1e],open_account,Account opening request received. Please submit KYC documents.,{}
Provide information about salary credit issue. [f942ed],salary_credit_issue,Information for salary credit issue: please provide further details.,{}
Can you Help me with debit or credit debit card options thanks.,card_select_type,"Certainly. Sure, is this regarding a Debit Card or a Credit Card? Thank you.",{}
Please Tell me the daily cash withdrawal limit. [6c341c] now.,atm_withdrawal_limit,Understood. Please follow the instructions provided. Thank you.,{}
What is the ATM withdrawal limit per day? [c686be] today.,atm_withdrawal_limit,Noted. Please follow the instructions provided. Thank you.,{}
I need help with account access issue. [ecca5d],account_access_issue,We have logged your access issue and will assist shortly.,{}
Resend the OTP to my registered mobile. [fef7b1],otp_resend,Information for otp resend: please provide further details.,{}
Kindly What will be the monthly installment for Rs. 363686 over 24 months? now.,emi_calculator,Understood. EMI calculated. Please provide amount and tenure. Let me know if you need anything else.,"{""amount"": ""363686"", ""tenure"": 24}"
Please I need help with standing instruction setup. [1331c1] now.,standing_instruction_setup,Sure. Standing instruction setup completed. Please confirm.,{}
